,keyword,paper,url,names,abstract
199,wearable for monitoring depression,[HTML][HTML] Wearable feedback systems for rehabilitation,https://link.springer.com/article/10.1186/1743-0003-2-17,"M Sung, C Marci, A Pentland - Journal of neuroengineering and …, 2005 - Springer","… a person is driving, sleeping, or exercising could be useful for a health wearable to calculate … the
first of its kind, intends to correlate basic physiology and behavioral changes with depression
and mood state through a 24-hour, long-term, continuous monitoring of clinically … 
"
200,wearable for monitoring depression,The impact and measurement of social dysfunction in late?life depression: an evaluation of current methods with a focus on wearable technology,http://sure.sunderland.ac.uk/id/eprint/8681/1/Hodgetts_et-al-2016-International_Journal_of_Geriatric_Psychiatry-AM.pdf,"S Hodgetts, P Gallagher, D Stow… - … journal of geriatric …, 2017 - Wiley Online Library","… new methods for measuring social function that are not subject to such limitations, with a particular
focus on wearable technology. This paper will present a review of the literature on the social
functioning in depressed older adults, in which the effect of depression on social … 
"
201,wearable for monitoring depression,"[HTML][HTML] Smartphone-based tracking of sleep in depression, anxiety, and psychotic disorders",https://link.springer.com/article/10.1007/s11920-019-1043-y,"T Aledavood, J Torous, AMT Hoyos, JA Naslund… - Current psychiatry …, 2019 - Springer","… Among them, six studies used different smartphone applications for monitoring sleep and
delivering targeted … related to sleep hygiene, and two studies included the use of wearable devices
for … Self Report (QIDS-SR) and 7-item Hospital Anxiety and Depression Scale-Anxiety … 
"
202,wearable for monitoring depression,Wearable monitoring for mood recognition in bipolar disorder based on history-dependent long-term heart rate variability analysis,https://flore.unifi.it/bitstream/2158/1208743/1/06661378%20%281%29.pdf,"G Valenza, M Nardelli, A Lanata… - IEEE Journal of …, 2013 - ieeexplore.ieee.org","… As a counter-proof, vagus nerve stimulation has been successfully used for the treatment of
resistant depression [37]. Recently, we have proposed a preliminary evaluation of a
multiparametric wearable platform for physiologi- cal/behavioral monitoring of mood fluctuation … 
"
203,wearable for monitoring depression,Innovative ICT solutions to improve treatment outcomes for depression: The ICT4Depression project.,https://www.researchgate.net/profile/Brenda_Wiederhold/publication/316660183_Annual_Review_of_CyberTherapy_and_Telemedicine_Advanced_Technologies_in_the_Behavioral_Social_and_Neurosciences/links/590a55f60f7e9b1d0823e2fa/Annual-Review-of-CyberTherapy-and-Telemedicine-Advanced-Technologies-in-the-Behavioral-Social-and-Neurosciences.pdf#page=349,"L Warmerdam, H Riper, MCA Klein… - Annual Review of …, 2012 - books.google.com","… for depressed adults. Innovative technologies within the ICT4D system include 1) flexible
self-help treatments for depression, 2) automatic assessment of the patient using mobile phone
and web-based communication 3) wearable biomedical sensor devices for monitoring … 
"
204,wearable for monitoring depression,[HTML][HTML] Mobile phone and wearable sensor-based mHealth approaches for psychiatric disorders and symptoms: systematic review,https://mental.jmir.org/2019/2/e9819/?fbclid=IwAR3Xlk2EjI6nCncH915V6DrEg5Hnibc7NpegeEAzjthmiq98kNlkPXYxrdo&utm_source=TrendMD&utm_medium=cpc&utm_campaign=JMIR_TrendMD_0,"J Seppälä, I De Vita, T Jämsä, J Miettunen… - JMIR mental …, 2019 - mental.jmir.org","Background: Mobile Therapeutic Attention for Patients with Treatment-Resistant Schizophrenia
(m-RESIST) is an EU Horizon 2020-funded project aimed at designing and validating an
innovative therapeutic program for treatment-resistant schizophrenia. The program exploits … 
"
205,wearable for monitoring depression,Wearable sensors: opportunities and challenges for low-cost health care,https://dspace.mit.edu/bitstream/handle/1721.1/69031/Fletcher-2010-Wearable%20sensors_%20Op.pdf?sequence=2&isAllowed=y,"RR Fletcher, MZ Poh, H Eydgahi - 2010 Annual International …, 2010 - ieeexplore.ieee.org","Page 1. Abstract —Wearable sensors enable long-term continuous physiological monitoring,
which is important for the treatment and management of many … Examples include: diabetes, autism
spectrum disorder (ASD), depression, drug addition, and anxiety disorders … 
"
206,wearable for monitoring depression,Complexity index from a personalized wearable monitoring system for assessing remission in mental health,https://www.academia.edu/download/45506861/Complexity_Index_From_a_Personalized_Wea20160510-29785-1yq0dqo.pdf,"A Lanata, G Valenza, M Nardelli… - IEEE Journal of …, 2014 - ieeexplore.ieee.org","… mining techniques are imple- mented in the embedded electronics of the wearable monitoring
systems as … EU stands for euthymia state; DP stands for depression state; MX stands for … In this
study, we recruited acutely de- pressed and depressed/hypomanic, hospitalized patients … 
"
207,wearable for monitoring depression,Nano-bio-textile sensors with mobile wireless platform for wearable health monitoring of neurological and cardiovascular disorders,https://www.researchgate.net/profile/Robert_Harbaugh/publication/270603738_Nano-_Bio-_Textile_Sensors_with_Mobile_Wireless_Platform_for_Wearable_Health_Monitoring_of_Neurological_and_Cardiovascular_Disorders/links/563097ed08ae432a022c87ce.pdf,"P Rai, S Oh, P Shyamkumar… - Journal of The …, 2013 - iopscience.iop.org","… Nano- Bio- Textile Sensors with Mobile Wireless Platform for Wearable Health Monitoring of
Neurological and Cardiovascular Disorders. Pratyush Rai 6,1 , Sechang Oh 1 , Prashanth
Shyamkumar 1 , Mouli Ramasamy 1 , Robert E. Harbaugh 2 and Vijay K. Varadan 5,1,2,3,4 … 
"
208,wearable for monitoring depression,Wearable EEG-based real-time system for depression monitoring,https://link.springer.com/chapter/10.1007/978-3-319-70772-3_18,"S Zhao, Q Zhao, X Zhang, H Peng, Z Yao… - … Conference on Brain …, 2017 - Springer","It has been reported that depression can be detected by electrophysiological signals. However, few studies investigate how to daily monitor patient's electrophysiological signals through a more convenient way for a doctor, especially on the monitoring of …"
209,wearable for monitoring depression,"Wearable cardiorespiratory monitoring employing a multimodal digital patch stethoscope: estimation of ECG, PEP, LVETand respiration using a 55 mm single-lead …",https://www.mdpi.com/1424-8220/20/7/2033/htm,"M Klum, M Urban, T Tigges, AG Pielmus, A Feldheiser… - Sensors, 2020 - mdpi.com","… Get Information. clear. Open AccessArticle. Wearable Cardiorespiratory Monitoring
Employing a Multimodal Digital Patch Stethoscope: Estimation of ECG, PEP, LVETand
Respiration Using a 55 mm Single-Lead ECG and Phonocardiogram … 
"
210,wearable for monitoring depression,An intelligent healthcare monitoring framework using wearable sensors and social networking data,https://www.researchgate.net/profile/Farman_Ali18/publication/343187063_An_intelligent_healthcare_monitoring_framework_using_wearable_sensors_and_social_networking_data/links/5fa6bfeb92851cc2869d6a9f/An-intelligent-healthcare-monitoring-framework-using-wearable-sensors-and-social-networking-data.pdf,"F Ali, S El-Sappagh, SMR Islam, A Ali, M Attique… - Future Generation …, 2021 - Elsevier","… Systems. An intelligent healthcare monitoring framework using wearable sensors and
social networking data … monitoring. However, continuous patient monitoring using
wearable sensors generates a large amount of healthcare data … 
"
211,wearable for monitoring depression,[HTML][HTML] Wearable digital sensors to identify risks of postpartum depression and personalize psychological treatment for adolescent mothers: protocol for a mixed …,https://www.researchprotocols.org/2019/9/e14734/?utm_source=TrendMD&utm_medium=cpc&utm_campaign=JMIR_TrendMD_0,"A Poudyal, A van Heerden, A Hagaman… - JMIR research …, 2019 - researchprotocols.org","… Similar digital phenotypes are likely to inform postpartum depression risk assessment [26,27] …
For example, monitoring physical activity and then providing positive reinforcement when activity …
Figure 1, we illustrate how passive sensing data collection from wearable devices can … 
"
212,wearable for monitoring depression,Tracking depression dynamics in college students using mobile phone and wearable sensing,https://ucilnica.fri.uni-lj.si/pluginfile.php/8000/mod_page/content/13/Wang2018Depression.pdf,"R Wang, W Wang, A DaSilva, JF Huckins… - … , Mobile, Wearable and …, 2018 - dl.acm.org","… The symptom features map smartphone and wearable passive sensing to 5 depression
symptoms defined in DSM-5: sleep changes, diminished ability to concentrate, diminished
interest in activities, depressed mood, and fatigue or loss of energy … 
"
213,wearable for monitoring depression,[HTML][HTML] Flexible graphene photodetectors for wearable fitness monitoring,https://advances.sciencemag.org/content/5/9/eaaw7846?intcmp=trendmd-adv,"EO Polat, G Mercier, I Nikitskiy, E Puma… - Science …, 2019 - advances.sciencemag.org","… Research ArticleAPPLIED PHYSICS. Flexible graphene photodetectors for wearable fitness
monitoring. View ORCID ProfileEmre O. Polat 1 ,; Gabriel Mercier 1 ,; Ivan Nikitskiy 1 ,; Eric
Puma 1 ,; Teresa Galan 1 ,; Shuchi Gupta 1 ,; Marc Montagut 1 ,; … 
"
214,wearable for monitoring depression,A wearable health monitoring system for posttraumatic stress disorder,https://www.sciencedirect.com/science/article/pii/S2212683X17300877,"J McWhorter, L Brown, L Khansa - Biologically inspired cognitive …, 2017 - Elsevier","… Reliving traumatic events increases stress and can be the root cause of depression and suicidal
ideations … For this purpose, we propose a wearable monitoring device that probes for any unusual
changes in a patient's sleep that may indicate a nightmare (eg, increased heart rate … 
"
215,wearable for monitoring depression,[HTML][HTML] Wearable technology for high-frequency cognitive and mood assessment in major depressive disorder: longitudinal observational study,https://mental.jmir.org/2019/11/e12814/,"F Cormack, M McCue, N Taptiklis, C Skirrow… - JMIR mental …, 2019 - mental.jmir.org","… have relied on quantitative self-report or simple sensing and monitoring technologies [26] …
Interviews explored participants' experiences of assessment with the wearable technology,
changes in … D) [37,38], a measure that assesses subjective cognitive dysfunction in depression … 
"
216,wearable for monitoring depression,Wearable technology to assess bradykinesia and immobility in patients with severe depression undergoing electroconvulsive therapy: A pilot study,https://www.sciencedirect.com/science/article/pii/S0022395620308827,"A Powell, D Graham, R Portley, J Snowdon… - Journal of psychiatric …, 2020 - Elsevier","… The PKG is a potentially useful wearable technology to objectively assess motor symptoms in
depression … so far has included quantification of depression severity (Iverson, 2004) and monitoring
of response to treatment in inpatients with depression (Averill et al., 2018 … 
"
217,wearable for monitoring depression,Rapid anxiety and depression diagnosis in young children enabled by wearable sensors and machine learning,https://www.researchgate.net/profile/Ryan_Mcginnis3/publication/326506634_Rapid_Anxiety_and_Depression_Diagnosis_in_Young_Children_Enabled_by_Wearable_Sensors_and_Machine_Learning/links/5b516495aca27217ffa6878e/Rapid-Anxiety-and-Depression-Diagnosis-in-Young-Children-Enabled-by-Wearable-Sensors-and-Machine-Learning.pdf,"RS McGinnis, EW McGinnis, J Hruschak… - 2018 40th Annual …, 2018 - ieeexplore.ieee.org","Abstract— This paper presents a new approach for diagnosing anxiety and depression in young
children … We propose the use of a 90-second fear induction task during which time participant
motion is monitoring using a commercially available wearable sensor … 
"
218,wearable for monitoring depression,Identifying ketamine responses in treatment-resistant depression using a wearable forehead EEG,https://arxiv.org/pdf/1805.11446,"Z Cao, CT Lin, W Ding, MH Chen… - IEEE Transactions on …, 2018 - ieeexplore.ieee.org","… CAO et al.: IDENTIFYING KETAMINE RESPONSES IN TREATMENT-RESISTANT DEPRESSION
USING A … electrodes placed along the scalp, is an electrophysiologi- cal monitoring method used …
The devel- opment of dry sensors has resulted in wearable EEG headbands with … 
"
219,wearable for monitoring depression,[HTML][HTML] Relationship Between Major Depression Symptom Severity and Sleep Collected Using a Wristband Wearable Device: Multicenter Longitudinal Observational …,https://mhealth.jmir.org/2021/4/e24604,"Y Zhang, AA Folarin, S Sun, N Cummins… - JMIR mHealth and …, 2021 - mhealth.jmir.org","Background: Sleep problems tend to vary according to the course of the disorder in individuals
with mental health problems. Research in mental health has associated sleep pathologies with
depression. However, the gold standard for sleep assessment, polysomnography (PSG) … 
"
220,wearable for monitoring depression,Issues in wearable computing for medical monitoring applications: a case study of a wearable ECG monitoring device,https://www.researchgate.net/profile/Emil_Jovanov/publication/3877839_Issues_in_Wearable_Computing_for_Medical_Monitoring_Applications_A_Case_Study_of_a_Wearable_ECG_Monitoring_Device/links/57c3652408aeb95224dbe650.pdf,"T Martin, E Jovanov, D Raskovic - … Symposium on Wearable …, 2000 - ieeexplore.ieee.org","… Artifacts due to electrode motion Patient dependent abnornial ST depression levels … We have
described the issues surrounding these wearable medical monitoring applications and have
shown how they differ from other wearable computing applications … 
"
221,wearable for monitoring depression,Smartphone-centred wearable sensors network for monitoring patients with bipolar disorder,https://www.researchgate.net/profile/Alessandro_Puiatti/publication/221757002_Smartphone-centred_wearable_sensors_network_for_monitoring_patients_with_bipolar_disorder/links/02e7e51e8e75379fed000000.pdf,"A Puiatti, S Mudda, S Giordano… - … Conference of the IEEE …, 2011 - ieeexplore.ieee.org","… B. Technical challanges Having a smartphone as the main part of the wearable system contribute
to a great extent in … Thirdly, the monitoring activity is adjusted with the patient state … warning signs,
while when the patient is already in a defined state, like manic or depression, it is … 
"
222,wearable for monitoring depression,A comparative study of engagement in mobile and wearable health monitoring for bipolar disorder,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7085979/,"K Van Til, MG McInnis, A Cochran - Bipolar disorders, 2020 - Wiley Online Library","… This research was supported by Heinz C Prechter Bipolar Research Fund at the University of
Michigan Depression Center; the Richard … in Mendeley Data at http://doi.org/10.17632/ fsy7m
755g6.1 under “Engagement in Mobile and Wearable Health Monitoring for Bipolar … 
"
223,wearable for monitoring depression,Wearable wellness monitoring using ecg and accelerometer data,https://ieeexplore.ieee.org/abstract/document/1550820/,"J Healey, B Logan - … International Symposium on Wearable …, 2005 - ieeexplore.ieee.org","… We developed a prototype wearable system for wellness and activity monitoring using ECG …
Accelerometer-based activity monitoring can be used to assess exercise compliance and
determine … the worsening of diseases such as congestive heart failure (CHF) and depression … 
"
224,wearable for monitoring depression,Wearable sensors and machine learning diagnose anxiety and depression in young children,https://www.researchgate.net/profile/Ryan_Mcginnis3/publication/323662478_Wearable_Sensors_and_Machine_Learning_Diagnose_Anxiety_and_Depression_in_Young_Children/links/5aa28252aca272d448b54723/Wearable-Sensors-and-Machine-Learning-Diagnose-Anxiety-and-Depression-in-Young-Children.pdf,"RS McGinnis, EW McGinnis, J Hruschak… - 2018 IEEE EMBS …, 2018 - ieeexplore.ieee.org","Abstract— This paper describes a new approach for diagnosing anxiety and depression in young
children … In contrast, we propose the use of a 90-second fear induction task during which time
participant motion is monitoring using a commercially available wearable sensor … 
"
225,wearable for monitoring depression,[HTML][HTML] Monitoring Changes in Depression Severity Using Wearable and Mobile Sensors,https://www.frontiersin.org/articles/10.3389/fpsyt.2020.584711/full,"P Pedrelli, S Fedor, A Ghandeharioun, E Howe… - Frontiers in …, 2020 - frontiersin.org",Background: While preliminary evidence suggests that sensors may be employed to detect presence of low mood it is still unclear whether they can be leveraged for measuring depression symptoms severity. This study evaluates the feasibility and performance of …
226,wearable for monitoring depression,Mobile and wearable technology for monitoring depressive symptoms in children and adolescents: A scoping review,https://www.sciencedirect.com/science/article/pii/S0165032719310304,"L Sequeira, S Perrotta, J LaGrassa… - Journal of affective …, 2020 - Elsevier","… The probability of recurrence in depressed children and adolescents has previously been
estimated at 40% by 2 years … What is the extent of the literature on monitoring depression in children
and youth (including adolescents) through mobile and wearable technologies … 
"
